id,country_code,framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,priority,is_mandatory,evidence_types,status
393,ARE,UAE-CBR-AML,3.0,5.1,Training,Training - Control 1,Training - ضابط 1,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
394,ARE,UAE-CBR-AML,3.0,6.1,Governance,Governance - Control 1,Governance - ضابط 1,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
395,ARE,UAE-CBR-AML,3.0,1.2,CDD,CDD - Control 2,CDD - ضابط 2,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
396,ARE,UAE-CBR-AML,3.0,2.2,Transaction Monitoring,Transaction Monitoring - Control 2,Transaction Monitoring - ضابط 2,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
397,ARE,UAE-CBR-AML,3.0,3.2,Reporting,Reporting - Control 2,Reporting - ضابط 2,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
398,ARE,UAE-CBR-AML,3.0,4.2,Sanctions,Sanctions - Control 2,Sanctions - ضابط 2,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
399,ARE,UAE-CBR-AML,3.0,5.2,Training,Training - Control 2,Training - ضابط 2,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
400,ARE,UAE-CBR-AML,3.0,6.2,Governance,Governance - Control 2,Governance - ضابط 2,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
401,ARE,UAE-CBR-AML,3.0,1.3,CDD,CDD - Control 3,CDD - ضابط 3,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
402,ARE,UAE-CBR-AML,3.0,2.3,Transaction Monitoring,Transaction Monitoring - Control 3,Transaction Monitoring - ضابط 3,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
403,ARE,UAE-CBR-AML,3.0,3.3,Reporting,Reporting - Control 3,Reporting - ضابط 3,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
404,ARE,UAE-CBR-AML,3.0,4.3,Sanctions,Sanctions - Control 3,Sanctions - ضابط 3,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
405,ARE,UAE-CBR-AML,3.0,5.3,Training,Training - Control 3,Training - ضابط 3,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
406,ARE,UAE-CBR-AML,3.0,6.3,Governance,Governance - Control 3,Governance - ضابط 3,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
407,ARE,UAE-CBR-AML,3.0,1.4,CDD,CDD - Control 4,CDD - ضابط 4,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
408,ARE,UAE-CBR-AML,3.0,2.4,Transaction Monitoring,Transaction Monitoring - Control 4,Transaction Monitoring - ضابط 4,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
409,ARE,UAE-CBR-AML,3.0,3.4,Reporting,Reporting - Control 4,Reporting - ضابط 4,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
410,ARE,UAE-CBR-AML,3.0,4.4,Sanctions,Sanctions - Control 4,Sanctions - ضابط 4,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
411,ARE,UAE-CBR-AML,3.0,5.4,Training,Training - Control 4,Training - ضابط 4,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
412,ARE,UAE-CBR-AML,3.0,6.4,Governance,Governance - Control 4,Governance - ضابط 4,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
413,ARE,UAE-CBR-AML,3.0,1.5,CDD,CDD - Control 5,CDD - ضابط 5,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
414,ARE,UAE-CBR-AML,3.0,2.5,Transaction Monitoring,Transaction Monitoring - Control 5,Transaction Monitoring - ضابط 5,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
415,ARE,UAE-CBR-AML,3.0,3.5,Reporting,Reporting - Control 5,Reporting - ضابط 5,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
416,ARE,UAE-CBR-AML,3.0,4.5,Sanctions,Sanctions - Control 5,Sanctions - ضابط 5,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
417,ARE,UAE-CBR-AML,3.0,5.5,Training,Training - Control 5,Training - ضابط 5,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
418,ARE,UAE-CBR-AML,3.0,6.5,Governance,Governance - Control 5,Governance - ضابط 5,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
419,ARE,UAE-CBR-AML,3.0,1.6,CDD,CDD - Control 6,CDD - ضابط 6,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
420,ARE,UAE-CBR-AML,3.0,2.6,Transaction Monitoring,Transaction Monitoring - Control 6,Transaction Monitoring - ضابط 6,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
421,ARE,UAE-CBR-AML,3.0,3.6,Reporting,Reporting - Control 6,Reporting - ضابط 6,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
422,ARE,UAE-CBR-AML,3.0,4.6,Sanctions,Sanctions - Control 6,Sanctions - ضابط 6,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
423,ARE,UAE-CBR-AML,3.0,5.6,Training,Training - Control 6,Training - ضابط 6,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
424,ARE,UAE-CBR-AML,3.0,6.6,Governance,Governance - Control 6,Governance - ضابط 6,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
425,ARE,UAE-CBR-AML,3.0,1.7,CDD,CDD - Control 7,CDD - ضابط 7,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
426,ARE,UAE-CBR-AML,3.0,2.7,Transaction Monitoring,Transaction Monitoring - Control 7,Transaction Monitoring - ضابط 7,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
427,ARE,UAE-CBR-AML,3.0,3.7,Reporting,Reporting - Control 7,Reporting - ضابط 7,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
428,ARE,UAE-CBR-AML,3.0,4.7,Sanctions,Sanctions - Control 7,Sanctions - ضابط 7,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
429,ARE,UAE-CBR-AML,3.0,5.7,Training,Training - Control 7,Training - ضابط 7,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
430,ARE,UAE-CBR-AML,3.0,6.7,Governance,Governance - Control 7,Governance - ضابط 7,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
431,ARE,UAE-CBR-AML,3.0,1.8,CDD,CDD - Control 8,CDD - ضابط 8,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
432,ARE,UAE-CBR-AML,3.0,2.8,Transaction Monitoring,Transaction Monitoring - Control 8,Transaction Monitoring - ضابط 8,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
433,ARE,UAE-CBR-AML,3.0,3.8,Reporting,Reporting - Control 8,Reporting - ضابط 8,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
434,ARE,UAE-CBR-AML,3.0,4.8,Sanctions,Sanctions - Control 8,Sanctions - ضابط 8,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
435,ARE,UAE-CBR-AML,3.0,5.8,Training,Training - Control 8,Training - ضابط 8,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
436,ARE,UAE-CBR-AML,3.0,6.8,Governance,Governance - Control 8,Governance - ضابط 8,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
437,ARE,UAE-CBR-AML,3.0,1.9,CDD,CDD - Control 9,CDD - ضابط 9,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
438,ARE,UAE-CBR-AML,3.0,2.9,Transaction Monitoring,Transaction Monitoring - Control 9,Transaction Monitoring - ضابط 9,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
439,ARE,UAE-CBR-AML,3.0,3.9,Reporting,Reporting - Control 9,Reporting - ضابط 9,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
440,ARE,UAE-CBR-AML,3.0,4.9,Sanctions,Sanctions - Control 9,Sanctions - ضابط 9,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
441,ARE,UAE-CBR-AML,3.0,5.9,Training,Training - Control 9,Training - ضابط 9,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
442,ARE,UAE-CBR-AML,3.0,6.9,Governance,Governance - Control 9,Governance - ضابط 9,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
443,ARE,UAE-CBR-AML,3.0,1.10,CDD,CDD - Control 10,CDD - ضابط 10,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
444,ARE,UAE-CBR-AML,3.0,2.10,Transaction Monitoring,Transaction Monitoring - Control 10,Transaction Monitoring - ضابط 10,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
445,ARE,UAE-CBR-AML,3.0,3.10,Reporting,Reporting - Control 10,Reporting - ضابط 10,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
446,ARE,UAE-CBR-AML,3.0,4.10,Sanctions,Sanctions - Control 10,Sanctions - ضابط 10,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
447,ARE,UAE-CBR-AML,3.0,5.10,Training,Training - Control 10,Training - ضابط 10,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
448,ARE,UAE-CBR-AML,3.0,6.10,Governance,Governance - Control 10,Governance - ضابط 10,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
449,ARE,UAE-CBR-AML,3.0,1.11,CDD,CDD - Control 11,CDD - ضابط 11,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
450,ARE,UAE-CBR-AML,3.0,2.11,Transaction Monitoring,Transaction Monitoring - Control 11,Transaction Monitoring - ضابط 11,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
451,ARE,UAE-CBR-AML,3.0,3.11,Reporting,Reporting - Control 11,Reporting - ضابط 11,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
452,ARE,UAE-CBR-AML,3.0,4.11,Sanctions,Sanctions - Control 11,Sanctions - ضابط 11,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
453,ARE,UAE-CBR-AML,3.0,5.11,Training,Training - Control 11,Training - ضابط 11,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
454,ARE,UAE-CBR-AML,3.0,6.11,Governance,Governance - Control 11,Governance - ضابط 11,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
455,ARE,UAE-CBR-AML,3.0,1.12,CDD,CDD - Control 12,CDD - ضابط 12,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
456,ARE,UAE-CBR-AML,3.0,2.12,Transaction Monitoring,Transaction Monitoring - Control 12,Transaction Monitoring - ضابط 12,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
457,ARE,UAE-CBR-AML,3.0,3.12,Reporting,Reporting - Control 12,Reporting - ضابط 12,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
458,ARE,UAE-CBR-AML,3.0,4.12,Sanctions,Sanctions - Control 12,Sanctions - ضابط 12,The organization shall implement sanctions controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Sanctions لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
459,ARE,UAE-CBR-AML,3.0,5.12,Training,Training - Control 12,Training - ضابط 12,The organization shall implement training controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
460,ARE,UAE-CBR-AML,3.0,6.12,Governance,Governance - Control 12,Governance - ضابط 12,The organization shall implement governance controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
461,ARE,UAE-CBR-AML,3.0,1.13,CDD,CDD - Control 13,CDD - ضابط 13,The organization shall implement cdd controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
462,ARE,UAE-CBR-AML,3.0,2.13,Transaction Monitoring,Transaction Monitoring - Control 13,Transaction Monitoring - ضابط 13,The organization shall implement transaction monitoring controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Transaction Monitoring لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
463,ARE,UAE-CBR-AML,3.0,3.13,Reporting,Reporting - Control 13,Reporting - ضابط 13,The organization shall implement reporting controls to ensure compliance with AML/CFT Standards requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات معايير مكافحة غسل الأموال,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
