module,owner_service,table,columns,purpose,purpose_source,has_data
asset,risk-incident-service,asset_evidence_links,7,"Asset -- Asset Evidence: Cross-table link records",pattern,no
asset,risk-incident-service,asset_lifecycle_events,10,"Asset -- Asset Lifecycle: Domain event records",pattern,no
asset,risk-incident-service,asset_owners,10,"Asset -- Asset: Ownership assignment",pattern,no
asset,risk-incident-service,asset_ownership_matrix,9,"Asset -- RACI/permission matrix (Asset Ownership Matrix)",token,no
asset,risk-incident-service,asset_vendor_links,8,"Asset -- Asset Vendor: Cross-table link records",pattern,no
asset,risk-incident-service,assets,48,"Asset -- Asset record (Assets)",token,yes
asset,risk-incident-service,business_services,23,"Asset -- Business Services",name,no
asset,risk-incident-service,control_asset_links,8,"Asset -- Control Asset: Cross-table link records",pattern,no
governance,governance-policy-service,approved_pqc_algorithms,13,"Governance -- Approved Pqc Algorithms",name,yes
governance,governance-policy-service,authority_matrix,18,"Governance -- RACI/permission matrix (Authority Matrix)",token,no
governance,governance-policy-service,board_attention_items,13,"Governance -- Board Attention Items",name,no
governance,governance-policy-service,board_pack_items,9,"Governance -- Board Pack Items",name,no
governance,governance-policy-service,board_packs,13,"Governance -- Board Packs",name,no
governance,governance-policy-service,change_management_records,20,"Governance -- Change Management Records",name,no
governance,governance-policy-service,committee_visibility_thresholds,9,"Governance -- Committee Visibility: Threshold definitions",pattern,no
governance,governance-policy-service,control_exceptions,17,"Governance -- Control record (Control Exceptions)",token,no
governance,governance-policy-service,escalation_thresholds,4,"Governance -- Escalation: Threshold definitions",pattern,no
governance,governance-policy-service,ethics_actions,13,"Governance -- Ethics: Action/operation catalog",pattern,no
governance,governance-policy-service,ethics_reports,17,"Governance -- Ethics Reports",name,no
governance,governance-policy-service,evidence_actions,17,"Governance -- Evidence: Action/operation catalog",pattern,no
governance,governance-policy-service,evidence_owners,10,"Governance -- Evidence: Ownership assignment",pattern,no
governance,governance-policy-service,evidence_sector_mapping,7,"Governance -- Evidence Sector: Cross-entity mapping",pattern,yes
governance,governance-policy-service,governance_ack_campaigns,7,"Governance -- Campaign record (Governance Ack Campaigns)",token,no
governance,governance-policy-service,governance_action_items,18,"Governance -- Governance Action Items",name,no
governance,governance-policy-service,governance_action_updates,10,"Governance -- Governance Action Updates",name,no
governance,governance-policy-service,governance_agenda_items,15,"Governance -- Governance Agenda Items",name,no
governance,governance-policy-service,governance_authority_levels,8,"Governance -- Governance Authority Levels",name,no
governance,governance-policy-service,governance_auto_fire_log,9,"Governance -- Governance Auto Fire: Activity/audit log records",pattern,no
governance,governance-policy-service,governance_bodies,21,"Governance -- Governance Bodies",name,no
governance,governance-policy-service,governance_charters,22,"Governance -- Governance Charters",name,no
governance,governance-policy-service,governance_committee_members,14,"Governance -- Governance Committee: Member records",pattern,no
governance,governance-policy-service,governance_compensating_controls,10,"Governance -- Control record (Governance Compensating Controls)",token,no
governance,governance-policy-service,governance_constitution,7,"Governance -- Governance Constitution",name,no
governance,governance-policy-service,governance_decision_votes,11,"Governance -- Decision record (Governance Decision Votes)",token,no
governance,governance-policy-service,governance_decisions,14,"Governance -- Decision record (Governance Decisions)",token,no
governance,governance-policy-service,governance_delegations,21,"Governance -- Governance Delegations",name,no
governance,governance-policy-service,governance_domains,14,"Governance -- Governance Domains",name,no
governance,governance-policy-service,governance_enforcement_log,13,"Governance -- Governance Enforcement: Activity/audit log records",pattern,no
governance,governance-policy-service,governance_escalation_events,11,"Governance -- Governance Escalation: Domain event records",pattern,no
governance,governance-policy-service,governance_executive_summaries,20,"Governance -- Governance Executive: Aggregated summary records",pattern,no
governance,governance-policy-service,governance_health_scores,16,"Governance -- Governance Health Scores",name,no
governance,governance-policy-service,governance_health_thresholds,6,"Governance -- Governance Health: Threshold definitions",pattern,no
governance,governance-policy-service,governance_interpreted_issues,16,"Governance -- Governance Interpreted Issues",name,yes
governance,governance-policy-service,governance_mandate_sources,6,"Governance -- Governance Mandate Sources",name,no
governance,governance-policy-service,governance_mandates,17,"Governance -- Governance Mandates",name,no
governance,governance-policy-service,governance_meeting_attendees,11,"Governance -- Governance Meeting Attendees",name,no
governance,governance-policy-service,governance_meetings,14,"Governance -- Governance Meetings",name,no
governance,governance-policy-service,governance_objectives,16,"Governance -- Governance Objectives",name,no
governance,governance-policy-service,governance_obligation_control_links,5,"Governance -- Governance Obligation Control: Cross-table link records",pattern,no
governance,governance-policy-service,governance_obligation_due_dates,6,"Governance -- Governance Obligation Due Dates",name,no
governance,governance-policy-service,governance_obligation_evidence_links,5,"Governance -- Governance Obligation Evidence: Cross-table link records",pattern,no
governance,governance-policy-service,governance_obligation_exemptions,7,"Governance -- Governance Obligation Exemptions",name,no
governance,governance-policy-service,governance_obligations,15,"Governance -- Governance Obligations",name,no
governance,governance-policy-service,governance_policy_acknowledgements,11,"Governance -- Governance Policy: Acknowledgement records",pattern,no
governance,governance-policy-service,governance_policy_approvals,12,"Governance -- Approval record (Governance Policy Approvals)",token,no
governance,governance-policy-service,governance_policy_reviews,13,"Governance -- Policy record (Governance Policy Reviews)",token,no
governance,governance-policy-service,governance_policy_risk_links,9,"Governance -- Governance Policy Risk: Cross-table link records",pattern,no
governance,governance-policy-service,governance_policy_versions,10,"Governance -- Governance Policy: Versioned record history",pattern,no
governance,governance-policy-service,governance_procedure_versions,10,"Governance -- Governance Procedure: Versioned record history",pattern,no
governance,governance-policy-service,governance_procedures,22,"Governance -- Governance Procedures",name,no
governance,governance-policy-service,governance_raci_assignments,6,"Governance -- Governance Raci: Assignment mapping (X to Y)",pattern,no
governance,governance-policy-service,governance_raci_templates,10,"Governance -- Governance Raci: Template catalog",pattern,no
governance,governance-policy-service,governance_recommendations,14,"Governance -- Governance Recommendations",name,yes
governance,governance-policy-service,governance_registers,13,"Governance -- Governance Registers",name,no
governance,governance-policy-service,governance_reporting_lines,13,"Governance -- Governance Reporting Lines",name,no
governance,governance-policy-service,governance_responsibilities,10,"Governance -- Governance Responsibilities",name,no
governance,governance-policy-service,governance_responsibility_assignments,7,"Governance -- Governance Responsibility: Assignment mapping (X to Y)",pattern,no
governance,governance-policy-service,governance_risk_appetite,5,"Governance -- Risk record (Governance Risk Appetite)",token,no
governance,governance-policy-service,governance_score_explanations,11,"Governance -- Governance Score Explanations",name,no
governance,governance-policy-service,governance_signal_events,6,"Governance -- Governance Signal: Domain event records",pattern,no
governance,governance-policy-service,governance_signal_rules,9,"Governance -- Governance Signal: Rules/policy definitions",pattern,no
governance,governance-policy-service,governance_signals,17,"Governance -- Governance Signals",name,yes
governance,governance-policy-service,grc_plans,10,"Governance -- Grc Plans",name,no
governance,governance-policy-service,initiative_definitions,24,"Governance -- Initiative: Definition catalog",pattern,no
governance,governance-policy-service,initiative_runs,21,"Governance -- Initiative: Execution run records",pattern,no
governance,governance-policy-service,legal_entities,11,"Governance -- Legal Entities",name,no
governance,governance-policy-service,mandate_sources,10,"Governance -- Mandate Sources",name,no
governance,governance-policy-service,mandates,15,"Governance -- Mandates",name,no
governance,governance-policy-service,milestone_instances,18,"Governance -- Milestone Instances",name,no
governance,governance-policy-service,obligation_control_mappings,8,"Governance -- Obligation Control: Cross-entity mapping",pattern,no
governance,governance-policy-service,obligation_policy_links,9,"Governance -- Obligation Policy: Cross-table link records",pattern,no
governance,governance-policy-service,outcome_links,10,"Governance -- Outcome: Cross-table link records",pattern,no
governance,governance-policy-service,project_assurance_links,9,"Governance -- Project Assurance: Cross-table link records",pattern,no
governance,governance-policy-service,project_deliverables,32,"Governance -- Project Deliverables",name,no
governance,governance-policy-service,project_exceptions,14,"Governance -- Exception record (Project Exceptions)",token,no
governance,governance-policy-service,project_gate_reviews,10,"Governance -- Project Gate Reviews",name,no
governance,governance-policy-service,project_milestones,12,"Governance -- Project Milestones",name,no
governance,governance-policy-service,raci_assignments,15,"Governance -- Raci: Assignment mapping (X to Y)",pattern,no
governance,governance-policy-service,raci_templates,13,"Governance -- Raci: Template catalog",pattern,no
governance,governance-policy-service,resource_allocations,13,"Governance -- Location record (Resource Allocations)",token,no
governance,governance-policy-service,responsibilities,13,"Governance -- Responsibilities",name,no
governance,governance-policy-service,responsibility_assignments,13,"Governance -- Responsibility: Assignment mapping (X to Y)",pattern,no
governance,governance-policy-service,responsibility_suggestions,14,"Governance -- Responsibility Suggestions",name,no
governance,governance-policy-service,team_raci_assignments,14,"Governance -- Team Raci: Assignment mapping (X to Y)",pattern,yes
evidence,evidence-audit-reporting-service,artifacts,12,"Evidence -- Artifacts",name,no
evidence,evidence-audit-reporting-service,data_classifications,11,"Data classification levels",registry,no
evidence,evidence-audit-reporting-service,digital_signatures,16,"Evidence -- Digital: Digital signatures",pattern,no
evidence,evidence-audit-reporting-service,evidence_activity_log,10,"Evidence -- Evidence Activity: Activity/audit log records",pattern,no
evidence,evidence-audit-reporting-service,evidence_admin_settings,6,"Evidence -- Evidence Admin: Configuration values",pattern,yes
evidence,evidence-audit-reporting-service,evidence_attachments,9,"Evidence -- Evidence: File/blob attachments",pattern,no
evidence,evidence-audit-reporting-service,evidence_attachments_config,6,"Evidence -- Evidence Attachments: Configuration values",pattern,no
evidence,evidence-audit-reporting-service,evidence_auto_collection,38,"Evidence -- Evidence Auto Collection",name,yes
evidence,evidence-audit-reporting-service,evidence_catalog,9,"Evidence -- Evidence Catalog",name,no
evidence,evidence-audit-reporting-service,evidence_collection_jobs,10,"Evidence -- Evidence Collection: Job records",pattern,no
evidence,evidence-audit-reporting-service,evidence_collection_log,22,"Evidence -- Evidence Collection: Activity/audit log records",pattern,no
evidence,evidence-audit-reporting-service,evidence_collection_rules,9,"Evidence -- Evidence Collection: Rules/policy definitions",pattern,no
evidence,evidence-audit-reporting-service,evidence_collection_runs,9,"Evidence -- Evidence Collection: Execution run records",pattern,no
evidence,evidence-audit-reporting-service,evidence_confidentiality_levels,6,"Evidence -- Evidence Confidentiality Levels",name,yes
evidence,evidence-audit-reporting-service,evidence_cross_validation,16,"Evidence -- Evidence Cross Validation",name,no
evidence,evidence-audit-reporting-service,evidence_dashboard_cache,5,"Evidence -- Evidence Dashboard: Cached values",pattern,no
evidence,evidence-audit-reporting-service,evidence_duplicate_candidates,10,"Evidence -- Evidence Duplicate Candidates",name,no
evidence,evidence-audit-reporting-service,evidence_export_manifests,5,"Evidence -- Evidence Export Manifests",name,no
evidence,evidence-audit-reporting-service,evidence_exports,10,"Evidence -- Evidence Exports",name,no
evidence,evidence-audit-reporting-service,evidence_freshness_records,10,"Evidence -- Evidence Freshness Records",name,no
evidence,evidence-audit-reporting-service,evidence_lifecycle,20,"Evidence lifecycle tracking",registry,no
evidence,evidence-audit-reporting-service,evidence_links,8,"Evidence -- Evidence: Cross-table link records",pattern,no
evidence,evidence-audit-reporting-service,evidence_package_items,5,"Evidence -- Evidence Package Items",name,no
evidence,evidence-audit-reporting-service,evidence_packages,12,"Evidence -- Evidence Packages",name,no
evidence,evidence-audit-reporting-service,evidence_provenance_records,8,"Evidence -- Evidence Provenance Records",name,no
evidence,evidence-audit-reporting-service,evidence_quality_assessments,11,"Evidence -- Evidence Quality Assessments",name,no
evidence,evidence-audit-reporting-service,evidence_quality_rules,7,"Evidence -- Evidence Quality: Rules/policy definitions",pattern,yes
evidence,evidence-audit-reporting-service,evidence_rejection_reasons,6,"Evidence -- Evidence Rejection Reasons",name,yes
evidence,evidence-audit-reporting-service,evidence_request_targets,7,"Evidence -- Evidence Request Targets",name,no
evidence,evidence-audit-reporting-service,evidence_requests,39,"Evidence -- Evidence Requests",name,no
evidence,evidence-audit-reporting-service,evidence_retention_rules,26,"Evidence -- Evidence Retention: Rules/policy definitions",pattern,yes
evidence,evidence-audit-reporting-service,evidence_reuse_links,7,"Evidence -- Evidence Reuse: Cross-table link records",pattern,no
evidence,evidence-audit-reporting-service,evidence_reviews,10,"Evidence -- Evidence Reviews",name,no
evidence,evidence-audit-reporting-service,evidence_schedules,8,"Evidence -- Evidence Schedules",name,no
evidence,evidence-audit-reporting-service,evidence_scores,8,"Evidence -- Evidence Scores",name,no
evidence,evidence-audit-reporting-service,evidence_source_types,7,"Evidence -- Evidence Source Types",name,yes
evidence,evidence-audit-reporting-service,evidence_status_log,7,"Evidence -- Evidence Status: Activity/audit log records",pattern,no
evidence,evidence-audit-reporting-service,evidence_submissions,9,"Evidence -- Evidence Submissions",name,no
evidence,evidence-audit-reporting-service,evidence_tags,5,"Evidence -- Evidence Tags",name,no
evidence,evidence-audit-reporting-service,evidence_tasks,20,"Evidence -- Evidence: Task records",pattern,no
evidence,evidence-audit-reporting-service,evidence_templates,18,"Evidence -- Evidence: Template catalog",pattern,no
evidence,evidence-audit-reporting-service,evidence_type_catalog,16,"Evidence -- Evidence Type Catalog",name,no
evidence,evidence-audit-reporting-service,evidence_types,10,"Evidence -- Evidence Types",name,yes
evidence,evidence-audit-reporting-service,evidence_validation_metrics,30,"Evidence -- Evidence Validation: Metric data points",pattern,no
evidence,evidence-audit-reporting-service,evidence_validation_rules,14,"Evidence -- Evidence Validation: Rules/policy definitions",pattern,no
evidence,evidence-audit-reporting-service,evidence_verification_events,6,"Evidence -- Evidence Verification: Domain event records",pattern,no
evidence,evidence-audit-reporting-service,evidence_versions,11,"Evidence -- Evidence: Versioned record history",pattern,no
evidence,evidence-audit-reporting-service,pipeline_webhook_configs,13,"Evidence -- Pipeline Webhook Configs",name,no
evidence,evidence-audit-reporting-service,pipeline_webhook_logs,16,"Evidence -- Pipeline Webhook Logs",name,no
compliance,compliance-controls-service,assessment_responses,7,"Compliance -- Assessment: Response records (questionnaire/survey/assessment)",pattern,no
compliance,compliance-controls-service,assessments,30,"Compliance -- Assessments",name,no
compliance,compliance-controls-service,ccm_cloud_mappings,6,"Compliance -- Ccm Cloud: Cross-entity mapping",pattern,no
compliance,compliance-controls-service,ccm_cycle_log,7,"Compliance -- Ccm Cycle: Activity/audit log records",pattern,no
compliance,compliance-controls-service,ccm_results,7,"Compliance -- Ccm Results",name,no
compliance,compliance-controls-service,change_tasks,16,"Compliance -- Change: Task records",pattern,no
compliance,compliance-controls-service,change_triage_decisions,7,"Compliance -- Decision record (Change Triage Decisions)",token,no
compliance,compliance-controls-service,compliance_activity_log,8,"Compliance -- Compliance Activity: Activity/audit log records",pattern,no
compliance,compliance-controls-service,compliance_assertion_evidence,7,"Compliance -- Compliance Assertion: Evidence records",pattern,no
compliance,compliance-controls-service,compliance_assertions,11,"Compliance -- Compliance record (Compliance Assertions)",token,no
compliance,compliance-controls-service,compliance_assessments,14,"Compliance -- Compliance record (Compliance Assessments)",token,yes
compliance,compliance-controls-service,compliance_commitments,10,"Compliance -- Compliance record (Compliance Commitments)",token,no
compliance,compliance-controls-service,compliance_drift_baselines,6,"Compliance -- Compliance record (Compliance Drift Baselines)",token,no
compliance,compliance-controls-service,compliance_drift_events,18,"Compliance -- Compliance Drift: Domain event records",pattern,no
compliance,compliance-controls-service,compliance_drift_rules,19,"Compliance -- Compliance Drift: Rules/policy definitions",pattern,yes
compliance,compliance-controls-service,compliance_findings,15,"Compliance -- Compliance: Finding records",pattern,no
compliance,compliance-controls-service,compliance_frameworks,9,"Compliance -- Framework definition (Compliance Frameworks)",token,yes
compliance,compliance-controls-service,compliance_gap_snapshots,13,"Compliance -- Compliance Gap: Point-in-time snapshots",pattern,no
compliance,compliance-controls-service,compliance_gaps,23,"Compliance -- Compliance record (Compliance Gaps)",token,no
compliance,compliance-controls-service,compliance_obligations,20,"Compliance -- Compliance record (Compliance Obligations)",token,no
compliance,compliance-controls-service,compliance_overview_snapshots,4,"Compliance -- Compliance Overview: Point-in-time snapshots",pattern,no
compliance,compliance-controls-service,compliance_reviews,10,"Compliance -- Compliance record (Compliance Reviews)",token,no
compliance,compliance-controls-service,control_actions,11,"Compliance -- Control: Action/operation catalog",pattern,no
compliance,compliance-controls-service,control_categories,10,"Compliance -- Control: Category taxonomy",pattern,no
compliance,compliance-controls-service,control_certification_campaigns,10,"Compliance -- Campaign record (Control Certification Campaigns)",token,no
compliance,compliance-controls-service,control_certification_requests,10,"Compliance -- Control record (Control Certification Requests)",token,no
compliance,compliance-controls-service,control_certification_responses,10,"Compliance -- Control Certification: Response records (questionnaire/survey/assessment)",pattern,no
compliance,compliance-controls-service,control_closure_reviews,7,"Compliance -- Control record (Control Closure Reviews)",token,no
compliance,compliance-controls-service,control_dashboard_cache,6,"Compliance -- Control Dashboard: Cached values",pattern,no
compliance,compliance-controls-service,control_dependencies,8,"Compliance -- Control: Dependency mapping",pattern,no
compliance,compliance-controls-service,control_domains,6,"Control domain groupings",registry,yes
compliance,compliance-controls-service,control_effectiveness_log,8,"Compliance -- Control Effectiveness: Activity/audit log records",pattern,no
compliance,compliance-controls-service,control_effectiveness_scores,11,"Compliance -- Control record (Control Effectiveness Scores)",token,no
compliance,compliance-controls-service,control_evidence_requirements,11,"Compliance -- Control record (Control Evidence Requirements)",token,no
compliance,compliance-controls-service,control_failures,11,"Compliance -- Control record (Control Failures)",token,no
compliance,compliance-controls-service,control_framework_mappings,9,"Compliance -- Control Framework: Cross-entity mapping",pattern,no
compliance,compliance-controls-service,control_health_snapshots,8,"Compliance -- Control Health: Point-in-time snapshots",pattern,no
compliance,compliance-controls-service,control_issues,13,"Compliance -- Control record (Control Issues)",token,no
compliance,compliance-controls-service,control_mappings,8,"Compliance -- Control: Cross-entity mapping",pattern,no
compliance,compliance-controls-service,control_monitoring_alerts,11,"Compliance -- Control Monitoring: Alert records",pattern,no
compliance,compliance-controls-service,control_monitoring_rules,14,"Compliance -- Control Monitoring: Rules/policy definitions",pattern,no
compliance,compliance-controls-service,control_monitoring_signals,7,"Compliance -- Control record (Control Monitoring Signals)",token,no
compliance,compliance-controls-service,control_objectives,9,"Compliance -- Control record (Control Objectives)",token,no
compliance,compliance-controls-service,control_obligation_mappings,8,"Compliance -- Control Obligation: Cross-entity mapping",pattern,no
compliance,compliance-controls-service,control_operating_tests,12,"Compliance -- Control record (Control Operating Tests)",token,no
compliance,compliance-controls-service,control_owners,9,"Compliance -- Control: Ownership assignment",pattern,no
compliance,compliance-controls-service,control_policy_links,7,"Compliance -- Control Policy: Cross-table link records",pattern,no
compliance,compliance-controls-service,control_remediation_actions,12,"Compliance -- Control Remediation: Action/operation catalog",pattern,no
compliance,compliance-controls-service,control_retests,10,"Compliance -- Control record (Control Retests)",token,no
compliance,compliance-controls-service,control_schedules,11,"Compliance -- Control record (Control Schedules)",token,no
compliance,compliance-controls-service,control_scope_links,7,"Compliance -- Control Scope: Cross-table link records",pattern,no
compliance,compliance-controls-service,control_status_history,9,"Compliance -- Control Status: Historical change records",pattern,no
compliance,compliance-controls-service,control_tags,6,"Compliance -- Control record (Control Tags)",token,no
compliance,compliance-controls-service,control_team_distribution,7,"Compliance -- Control record (Control Team Distribution)",token,yes
compliance,compliance-controls-service,control_test_procedures,24,"Compliance -- Control record (Control Test Procedures)",token,no
compliance,compliance-controls-service,control_test_results,18,"Compliance -- Control record (Control Test Results)",token,no
compliance,compliance-controls-service,control_tests,8,"Compliance -- Control record (Control Tests)",token,no
compliance,compliance-controls-service,control_training_mappings,10,"Compliance -- Control Training: Cross-entity mapping",pattern,no
compliance,compliance-controls-service,control_workflow_links,8,"Compliance -- Control Workflow: Cross-table link records",pattern,no
compliance,compliance-controls-service,cross_border_transfer_rules,12,"Compliance -- Cross Border Transfer: Rules/policy definitions",pattern,yes
compliance,compliance-controls-service,crosswalk_mappings,6,"Compliance -- Crosswalk: Cross-entity mapping",pattern,no
compliance,compliance-controls-service,csa_questionnaires,14,"Compliance -- Csa Questionnaires",name,no
compliance,compliance-controls-service,csa_responses,17,"Compliance -- Csa: Response records (questionnaire/survey/assessment)",pattern,no
compliance,compliance-controls-service,endpoint_config,16,"Compliance -- Endpoint: Configuration values",pattern,no
compliance,compliance-controls-service,esg_categories,9,"Compliance -- Esg: Category taxonomy",pattern,no
compliance,compliance-controls-service,esg_metrics,16,"Compliance -- Esg: Metric data points",pattern,no
compliance,compliance-controls-service,framework_applicability_rules,11,"Compliance -- Framework Applicability: Rules/policy definitions",pattern,no
compliance,compliance-controls-service,framework_cross_mappings,9,"Compliance -- Framework Cross: Cross-entity mapping",pattern,yes
compliance,compliance-controls-service,framework_domains,12,"Compliance -- Framework definition (Framework Domains)",token,no
compliance,compliance-controls-service,framework_module_map,5,"Compliance -- Framework definition (Framework Module Map)",token,yes
compliance,compliance-controls-service,framework_requirement_versions,11,"Compliance -- Framework Requirement: Versioned record history",pattern,no
compliance,compliance-controls-service,grc_maturity_sync,11,"Compliance -- Grc Maturity Sync",name,no
compliance,compliance-controls-service,grc_qiyas_control_feedback,11,"Compliance -- Control record (Grc Qiyas Control Feedback)",token,no
compliance,compliance-controls-service,instrument_versions,14,"Compliance -- Instrument: Versioned record history",pattern,no
compliance,compliance-controls-service,maturity_assessments,22,"Compliance -- Maturity Assessments",name,yes
compliance,compliance-controls-service,maturity_scores,7,"Compliance -- Maturity Scores",name,no
compliance,compliance-controls-service,obligation_applicability_rules,9,"Compliance -- Obligation Applicability: Rules/policy definitions",pattern,no
compliance,compliance-controls-service,obligation_assignments,11,"Compliance -- Obligation: Assignment mapping (X to Y)",pattern,no
compliance,compliance-controls-service,obligation_control_links,8,"Compliance -- Obligation Control: Cross-table link records",pattern,no
compliance,compliance-controls-service,obligation_due_dates,11,"Compliance -- Obligation Due Dates",name,no
compliance,compliance-controls-service,obligation_evidence_links,8,"Compliance -- Obligation Evidence: Cross-table link records",pattern,no
compliance,compliance-controls-service,obligation_exemptions,12,"Compliance -- Obligation Exemptions",name,no
compliance,compliance-controls-service,obligation_scopes,9,"Compliance -- Obligation Scopes",name,no
compliance,compliance-controls-service,obligation_status_history,9,"Compliance -- Obligation Status: Historical change records",pattern,no
compliance,compliance-controls-service,obligation_templates,14,"Compliance -- Obligation: Template catalog",pattern,no
compliance,compliance-controls-service,obligation_types,6,"Compliance -- Obligation Types",name,yes
compliance,compliance-controls-service,obligation_versions,9,"Compliance -- Obligation: Versioned record history",pattern,no
compliance,compliance-controls-service,procedures,22,"Compliance -- Procedures",name,no
compliance,compliance-controls-service,rcsa_campaigns,11,"Compliance -- Campaign record (Rcsa Campaigns)",token,no
compliance,compliance-controls-service,rcsa_responses,14,"Compliance -- Rcsa: Response records (questionnaire/survey/assessment)",pattern,no
compliance,compliance-controls-service,reference_categories,13,"Compliance -- Reference: Category taxonomy",pattern,no
compliance,compliance-controls-service,requirements,13,"Compliance -- Requirements",name,no
compliance,compliance-controls-service,scoring_policies,8,"Compliance -- Scoring Policies",name,yes
compliance,compliance-controls-service,ucf_control_versions,13,"Compliance -- Ucf Control: Versioned record history",pattern,no
attestation,evidence-audit-reporting-service,attestation_campaigns,16,"Attestation -- Campaign record (Attestation Campaigns)",token,no
attestation,evidence-audit-reporting-service,attestation_records,12,"Attestation -- Attestation Records",name,no
audit,evidence-audit-reporting-service,audit_anomalies,8,"Audit -- Audit Anomalies",name,no
audit,evidence-audit-reporting-service,audit_charters,14,"Audit -- Audit Charters",name,no
audit,evidence-audit-reporting-service,audit_engagements,19,"Audit -- Audit Engagements",name,yes
audit,evidence-audit-reporting-service,audit_finding_slas,7,"Audit -- Finding record (Audit Finding Slas)",token,yes
audit,evidence-audit-reporting-service,audit_packages,10,"Audit -- Audit Packages",name,no
audit,evidence-audit-reporting-service,audit_qa_reviews,10,"Audit -- Audit Qa Reviews",name,no
audit,evidence-audit-reporting-service,audit_ratings,9,"Audit -- Audit Ratings",name,no
audit,evidence-audit-reporting-service,audit_request_items,12,"Audit -- Audit Request Items",name,no
audit,evidence-audit-reporting-service,audit_requests,13,"Audit -- Audit Requests",name,no
audit,evidence-audit-reporting-service,audit_risk_scores,8,"Audit -- Risk record (Audit Risk Scores)",token,no
audit,evidence-audit-reporting-service,audit_schedules,12,"Audit -- Audit Schedules",name,no
audit,evidence-audit-reporting-service,audit_scopes,9,"Audit -- Audit Scopes",name,no
audit,evidence-audit-reporting-service,audit_team_members,8,"Audit -- Audit Team: Member records",pattern,no
audit,evidence-audit-reporting-service,audit_templates,13,"Audit -- Audit: Template catalog",pattern,no
audit,evidence-audit-reporting-service,audit_test_plans,13,"Audit -- Audit Test Plans",name,no
audit,evidence-audit-reporting-service,audit_time_entries,9,"Audit -- Audit Time Entries",name,no
audit,evidence-audit-reporting-service,audit_trail,15,"Audit -- Audit Trail",name,yes
audit,evidence-audit-reporting-service,audit_trail_archive,13,"Audit -- Audit Trail Archive",name,no
audit,evidence-audit-reporting-service,audit_universe,14,"Audit -- Audit Universe",name,no
audit,evidence-audit-reporting-service,audit_working_papers,14,"Audit -- Audit Working Papers",name,no
audit,evidence-audit-reporting-service,audits,16,"Audit -- Audits",name,no
audit,evidence-audit-reporting-service,capa_effectiveness_tests,10,"Audit -- Capa Effectiveness Tests",name,no
audit,evidence-audit-reporting-service,closure_reviews,11,"Audit -- Closure Reviews",name,no
audit,evidence-audit-reporting-service,external_audit_coordination,14,"Audit -- External Audit Coordination",name,no
audit,evidence-audit-reporting-service,finding_impacts,10,"Audit -- Finding record (Finding Impacts)",token,no
audit,evidence-audit-reporting-service,finding_root_causes,9,"Audit -- Finding record (Finding Root Causes)",token,no
audit,evidence-audit-reporting-service,handoff_log,12,"Handoff logging",registry,no
audit,evidence-audit-reporting-service,intervention_audit_log,10,"Intervention audit logs",registry,no
audit,evidence-audit-reporting-service,regulatory_audit_requirements,12,"Audit -- Regulatory Audit Requirements",name,no
audit,evidence-audit-reporting-service,repeat_findings,10,"Audit -- Repeat: Finding records",pattern,no
analytics,evidence-audit-reporting-service,audit_plans,12,"Analytics -- Audit Plans",name,no
analytics,evidence-audit-reporting-service,kpi_history,13,"Analytics -- Kpi: Historical change records",pattern,no
analytics,evidence-audit-reporting-service,kpi_snapshots,8,"Analytics -- Kpi: Point-in-time snapshots",pattern,no
analytics,evidence-audit-reporting-service,remediation_tasks,19,"Analytics -- Remediation: Task records",pattern,no
analytics,evidence-audit-reporting-service,user_preferences,13,"Analytics -- User record (User Preferences)",token,no
dora,compliance-controls-service,backup_restore_points,11,"Dora -- Backup Restore Points",name,no
dora,compliance-controls-service,dora_backup_configs,20,"Dora -- Dora Backup Configs",name,no
dora,compliance-controls-service,dora_ict_assets,21,"Dora -- Asset record (Dora Ict Assets)",token,no
dora,compliance-controls-service,dora_ict_third_party_register,20,"Dora -- Dora Ict Third Party Register",name,no
dora,compliance-controls-service,dora_major_incidents,27,"Dora -- Incident record (Dora Major Incidents)",token,no
dora,compliance-controls-service,dora_resilience_tests,23,"Dora -- Dora Resilience Tests",name,no
dora,compliance-controls-service,dora_threat_intel,19,"Dora -- Dora Threat Intel",name,no
dora,compliance-controls-service,ict_asset_register,19,"Dora -- Asset record (Ict Asset Register)",token,no
dora,compliance-controls-service,ict_major_incident_reports,21,"Dora -- Incident record (Ict Major Incident Reports)",token,no
dora,compliance-controls-service,regulatory_bodies,7,"Dora -- Regulatory Bodies",name,yes
dora,compliance-controls-service,regulatory_calendar,19,"Dora -- Regulatory Calendar",name,no
dora,compliance-controls-service,regulatory_calendar_task_links,5,"Dora -- Regulatory Calendar Task: Cross-table link records",pattern,no
dora,compliance-controls-service,regulatory_change_impacts,16,"Dora -- Regulatory Change Impacts",name,no
dora,compliance-controls-service,regulatory_change_log,12,"Dora -- Regulatory Change: Activity/audit log records",pattern,no
dora,compliance-controls-service,regulatory_changes,31,"Dora -- Regulatory Changes",name,no
dora,compliance-controls-service,regulatory_control_mappings,10,"Dora -- Regulatory Control: Cross-entity mapping",pattern,no
dora,compliance-controls-service,regulatory_frameworks,18,"Dora -- Framework definition (Regulatory Frameworks)",token,no
dora,compliance-controls-service,regulatory_incident_notifications,16,"Dora -- Regulatory Incident: Notification queue/log",pattern,no
